,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn
2723,LA,Inferior à média,408,no,no,Inferior à média,1,1,1,3,1,1,2,1,no
2724,HI,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,1,1,2,2,3,3,no
2725,NJ,Igual ou superior à média,415,no,no,Inferior à média,4,3,2,2,2,2,2,4,yes
2726,WV,Inferior à média,408,no,no,Inferior à média,2,2,1,1,2,1,3,0,no
2727,NC,Igual ou superior à média,510,no,no,Inferior à média,3,2,1,4,1,2,2,0,no
2728,PA,Inferior à média,415,yes,no,Inferior à média,3,3,1,2,2,2,2,0,no
2729,MI,Inferior à média,408,no,no,Inferior à média,2,1,3,2,1,4,1,0,no
2730,WY,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,2,3,2,1,no
2731,NJ,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,4,2,3,3,3,3,3,no
2732,NJ,Igual ou superior à média,510,no,no,Inferior à média,3,2,2,2,3,3,3,2,yes
2735,MS,Igual ou superior à média,510,yes,yes,Igual ou superior à média,2,2,1,3,3,1,2,0,no
2736,TX,Inferior à média,415,yes,yes,Igual ou superior à média,2,2,2,2,2,1,3,0,yes
2738,ID,Igual ou superior à média,415,no,no,Inferior à média,2,4,2,2,3,3,2,0,no
2739,AL,Inferior à média,415,no,no,Inferior à média,2,2,1,1,1,2,1,0,no
2740,WY,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,3,2,3,1,0,2,3,no
2741,HI,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,1,3,1,2,0,no
2742,VA,Inferior à média,415,no,no,Inferior à média,3,4,2,3,2,2,3,0,no
2743,WV,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,2,3,3,2,2,0,no
2744,DE,Inferior à média,415,no,no,Inferior à média,2,3,3,2,3,1,1,2,no
2745,CA,Inferior à média,408,no,no,Inferior à média,2,3,2,3,0,1,1,2,no
2746,PA,Inferior à média,408,no,yes,Igual ou superior à média,1,1,2,2,2,3,2,0,yes
2747,CO,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,2,1,2,3,0,no
2748,MD,Igual ou superior à média,408,no,no,Inferior à média,4,2,3,1,3,1,1,0,yes
2749,AL,Igual ou superior à média,510,no,no,Inferior à média,2,1,2,2,2,1,1,4,no
2750,AL,Inferior à média,415,no,no,Inferior à média,3,3,2,2,2,2,3,2,no
2751,KS,Igual ou superior à média,510,no,no,Inferior à média,1,2,2,3,1,1,2,2,no
2752,MI,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,2,1,1,1,no
2753,AK,Inferior à média,408,no,yes,Igual ou superior à média,1,2,2,3,3,2,1,0,no
2755,IN,Inferior à média,415,no,yes,Igual ou superior à média,2,1,1,2,4,2,2,2,no
2756,SC,Igual ou superior à média,415,no,no,Inferior à média,2,1,3,3,1,1,2,0,no
2757,KS,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,0,1,3,0,no
2758,OK,Inferior à média,415,no,no,Inferior à média,2,0,3,2,3,1,1,2,no
2759,WI,Inferior à média,408,no,no,Inferior à média,2,3,3,2,3,3,3,0,no
2760,IN,Igual ou superior à média,408,no,no,Inferior à média,1,3,1,2,1,3,3,3,no
2761,IL,Igual ou superior à média,408,yes,no,Inferior à média,3,2,2,1,3,1,3,1,yes
2762,TN,Inferior à média,415,no,no,Inferior à média,2,3,2,3,2,2,2,2,no
2763,DC,Inferior à média,408,no,no,Inferior à média,0,2,1,2,1,1,2,1,no
2764,NC,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,2,3,2,3,1,0,no
2765,RI,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,1,3,2,3,2,3,0,no
2766,MS,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,2,3,2,0,no
2767,VA,Igual ou superior à média,415,yes,no,Inferior à média,1,3,4,2,2,1,2,2,no
2768,KY,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,2,4,2,0,1,1,1,no
2769,NV,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,1,1,3,3,2,3,0,no
2770,WI,Igual ou superior à média,510,no,no,Inferior à média,2,1,1,2,3,1,2,0,no
2771,NH,Inferior à média,408,no,yes,Igual ou superior à média,1,0,2,2,2,0,1,0,no
2772,NE,Inferior à média,510,no,yes,Igual ou superior à média,2,1,2,1,2,2,3,2,no
2773,WI,Igual ou superior à média,408,no,no,Inferior à média,2,1,2,3,2,2,1,0,yes
2774,NJ,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,3,2,1,1,1,yes
2775,ME,Inferior à média,415,yes,yes,Igual ou superior à média,3,2,3,3,2,4,3,0,yes
2777,IN,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,3,3,4,1,2,1,2,no
2778,WI,Inferior à média,408,no,no,Inferior à média,2,1,3,0,3,2,3,2,no
2779,VT,Inferior à média,415,no,no,Inferior à média,2,3,2,2,2,2,2,0,no
2780,CA,Igual ou superior à média,415,no,no,Inferior à média,2,4,2,2,2,2,1,1,no
2781,IN,Inferior à média,408,no,no,Inferior à média,2,2,2,2,3,1,2,1,no
2782,SC,Igual ou superior à média,415,no,no,Inferior à média,3,1,1,1,3,2,2,0,no
2783,IN,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,3,3,2,0,no
2784,IA,Inferior à média,415,no,yes,Igual ou superior à média,2,3,3,2,2,3,2,0,no
2785,MD,Igual ou superior à média,408,no,no,Inferior à média,3,1,3,1,2,2,2,0,yes
2786,MN,Inferior à média,510,no,no,Inferior à média,2,2,2,2,1,2,2,0,yes
2788,MS,Inferior à média,415,no,no,Inferior à média,1,1,2,0,2,4,2,2,no
2789,MN,Igual ou superior à média,415,no,no,Inferior à média,3,2,3,2,2,3,1,0,no
2790,WA,Inferior à média,415,no,yes,Igual ou superior à média,2,1,1,3,3,2,1,1,no
2791,MS,Inferior à média,408,no,yes,Igual ou superior à média,1,2,0,2,1,1,2,0,no
2792,ID,Igual ou superior à média,415,no,no,Inferior à média,2,2,4,2,2,1,1,0,no
2793,NC,Igual ou superior à média,415,no,no,Inferior à média,0,3,3,2,2,4,2,1,no
2794,VA,Igual ou superior à média,510,no,yes,Igual ou superior à média,4,2,2,4,3,0,3,2,no
2795,MT,Igual ou superior à média,408,yes,no,Inferior à média,3,2,3,3,2,2,2,0,yes
2796,MI,Inferior à média,510,no,no,Inferior à média,1,4,2,1,2,1,2,0,no
2797,HI,Inferior à média,415,no,no,Inferior à média,3,3,1,3,2,4,4,0,no
2798,NC,Igual ou superior à média,408,no,no,Inferior à média,1,1,3,2,1,1,2,1,no
2799,MN,Inferior à média,408,no,no,Inferior à média,0,1,2,2,3,2,2,3,no
2800,WV,Inferior à média,415,no,no,Inferior à média,3,1,1,3,2,2,2,0,no
2801,SD,Inferior à média,510,yes,no,Inferior à média,3,3,2,1,2,0,2,0,yes
2802,HI,Inferior à média,408,no,no,Inferior à média,1,2,3,2,3,1,1,0,no
2803,MS,Inferior à média,415,no,no,Inferior à média,1,3,2,2,2,2,3,0,no
2804,NY,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,1,2,2,2,3,no
2805,LA,Inferior à média,408,no,no,Inferior à média,1,2,2,2,2,3,2,1,no
2806,KS,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,3,3,1,1,1,2,1,no
2807,MA,Inferior à média,408,no,no,Inferior à média,3,2,2,1,3,3,3,3,no
2808,AK,Inferior à média,408,no,no,Inferior à média,3,2,1,1,1,2,2,1,no
2809,SD,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,3,2,2,2,2,1,no
2810,CO,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,2,2,1,0,0,no
2811,NH,Inferior à média,415,no,yes,Igual ou superior à média,2,1,3,1,2,2,2,1,no
2812,WV,Inferior à média,415,no,no,Inferior à média,2,3,0,2,2,2,2,1,no
2813,AZ,Inferior à média,415,no,yes,Igual ou superior à média,1,2,3,3,3,1,2,2,no
2814,ME,Inferior à média,510,no,no,Inferior à média,1,1,1,2,3,2,3,1,no
2815,NH,Igual ou superior à média,510,no,no,Inferior à média,1,1,2,2,2,1,2,2,no
2816,RI,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,3,3,1,3,3,1,1,no
2817,ID,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,2,2,4,2,yes
2818,WI,Inferior à média,408,no,no,Inferior à média,0,2,2,2,1,1,2,3,no
2819,NM,Igual ou superior à média,408,yes,no,Inferior à média,2,3,1,2,1,1,2,1,no
2820,WY,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,1,1,2,2,0,yes
2821,IL,Inferior à média,510,no,yes,Igual ou superior à média,2,3,2,4,3,1,3,0,no
2822,TX,Igual ou superior à média,408,no,no,Inferior à média,3,2,2,2,2,0,1,1,no
2823,RI,Igual ou superior à média,408,yes,no,Inferior à média,2,2,4,2,0,2,2,0,no
2824,MI,Inferior à média,415,no,no,Inferior à média,2,1,2,2,1,2,4,1,no
2825,OR,Inferior à média,415,no,no,Inferior à média,4,0,3,1,2,1,3,1,yes
2826,VA,Inferior à média,510,no,no,Inferior à média,1,1,2,3,1,4,3,3,no
2827,SD,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,2,2,3,2,4,no
2828,AL,Inferior à média,510,no,no,Inferior à média,1,1,2,1,2,2,2,1,yes
2829,MS,Igual ou superior à média,415,yes,no,Inferior à média,1,2,1,2,3,3,1,2,yes
2830,MS,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,3,2,3,3,1,no
2831,HI,Inferior à média,415,no,no,Inferior à média,1,2,1,1,1,2,2,2,no
2832,WV,Inferior à média,408,no,no,Inferior à média,2,4,2,1,3,4,2,0,no
2833,WV,Inferior à média,415,no,no,Inferior à média,1,2,2,2,3,2,1,1,no
2834,WV,Igual ou superior à média,415,no,no,Inferior à média,3,3,1,3,1,2,2,3,no
2835,IN,Igual ou superior à média,510,no,no,Inferior à média,3,1,1,3,1,1,2,2,no
2837,DE,Igual ou superior à média,408,no,no,Inferior à média,1,3,2,1,2,3,2,1,no
2838,NC,Inferior à média,408,no,no,Inferior à média,2,1,2,2,2,3,3,0,no
2839,NM,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,2,0,1,2,2,0,no
2840,SC,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,4,2,3,0,yes
2841,NJ,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,1,1,2,2,2,2,no
2842,AZ,Inferior à média,510,no,no,Inferior à média,0,2,2,2,1,2,3,3,no
2843,RI,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,3,3,2,2,0,no
2844,SD,Igual ou superior à média,415,no,no,Inferior à média,0,2,2,2,2,1,2,2,no
2845,NH,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,1,1,2,1,no
2846,AL,Inferior à média,415,yes,no,Inferior à média,3,2,2,3,2,2,0,1,no
2847,WV,Igual ou superior à média,415,no,no,Inferior à média,3,3,1,2,3,1,2,1,no
2848,ID,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,2,2,2,2,2,3,1,no
2849,MD,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,1,2,2,1,0,no
2850,IN,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,2,2,4,1,1,no
2851,WY,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,3,2,1,2,1,no
2852,NH,Inferior à média,510,no,no,Inferior à média,1,2,2,2,2,1,1,0,no
2853,MN,Inferior à média,408,no,no,Inferior à média,1,3,1,3,3,1,0,1,no
2854,MA,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,0,3,2,2,0,no
2855,NH,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,2,3,2,2,1,no
2856,MN,Inferior à média,415,no,no,Inferior à média,2,2,3,3,2,3,1,0,no
2857,IA,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,2,2,2,2,1,no
2858,NY,Igual ou superior à média,408,no,no,Inferior à média,3,1,2,3,2,3,1,0,no
2859,AL,Igual ou superior à média,510,no,yes,Igual ou superior à média,4,3,3,3,1,2,1,0,no
2860,WV,Inferior à média,415,no,no,Inferior à média,0,3,0,3,2,4,2,0,no
2861,NM,Inferior à média,415,no,no,Inferior à média,2,1,3,2,3,1,2,2,no
2862,CA,Inferior à média,415,no,yes,Igual ou superior à média,3,2,3,1,2,2,3,0,no
2863,MA,Igual ou superior à média,408,no,yes,Igual ou superior à média,0,3,4,2,1,1,3,2,no
2864,ME,Inferior à média,415,no,no,Inferior à média,3,2,1,1,3,3,2,0,no
2865,FL,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,4,2,2,3,0,no
2866,NH,Inferior à média,408,no,yes,Igual ou superior à média,1,1,3,3,2,2,2,2,yes
2867,IN,Igual ou superior à média,408,no,no,Inferior à média,2,3,0,1,2,2,2,1,no
2868,WI,Inferior à média,408,no,no,Inferior à média,3,1,1,0,3,2,2,2,no
2869,MA,Inferior à média,415,yes,no,Inferior à média,2,3,2,2,4,2,3,0,yes
2870,NH,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,3,2,4,2,2,0,no
2871,TX,Igual ou superior à média,415,no,no,Inferior à média,1,2,3,3,1,1,2,3,no
2872,NC,Igual ou superior à média,408,no,no,Inferior à média,3,1,2,3,2,1,2,0,no
2873,CT,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,3,1,1,2,0,no
2874,NJ,Inferior à média,408,no,no,Inferior à média,2,1,1,2,2,1,1,1,no
2875,WY,Igual ou superior à média,510,no,no,Inferior à média,4,2,2,3,3,2,3,4,yes
2876,LA,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,1,3,1,2,1,1,0,no
2877,NV,Igual ou superior à média,415,no,no,Inferior à média,3,0,2,2,3,3,2,2,no
2878,WV,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,2,2,1,1,0,no
2879,AR,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,3,2,2,2,2,2,no
2880,SC,Inferior à média,415,no,yes,Igual ou superior à média,2,1,2,1,2,3,2,0,no
2881,KS,Igual ou superior à média,415,no,no,Inferior à média,3,2,0,2,1,4,2,1,no
2882,NY,Inferior à média,415,no,yes,Igual ou superior à média,2,2,3,2,1,2,1,0,no
2883,MI,Igual ou superior à média,408,yes,no,Inferior à média,1,3,1,1,3,3,2,0,yes
2884,MA,Igual ou superior à média,415,no,no,Inferior à média,2,0,3,3,3,2,2,4,no
2885,UT,Igual ou superior à média,415,no,no,Inferior à média,4,0,1,4,3,2,2,1,yes
2886,HI,Igual ou superior à média,415,no,no,Inferior à média,2,0,1,2,3,2,1,0,no
2887,PA,Inferior à média,408,no,no,Inferior à média,1,1,3,2,2,2,2,0,no
2889,TN,Igual ou superior à média,415,no,yes,Igual ou superior à média,0,4,2,0,3,3,2,0,no
2890,CT,Inferior à média,415,no,no,Inferior à média,3,2,3,3,1,2,1,2,yes
2891,AZ,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,2,1,2,2,0,no
2892,OR,Igual ou superior à média,510,no,no,Inferior à média,1,2,2,2,3,2,3,1,no
2893,DE,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,1,2,2,1,2,2,no
2894,MA,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,1,1,3,2,1,2,no
2895,CT,Inferior à média,408,no,no,Inferior à média,1,2,3,3,3,3,3,0,no
2896,AR,Inferior à média,415,yes,no,Inferior à média,2,2,1,2,1,2,1,1,no
2897,SD,Inferior à média,415,no,no,Inferior à média,3,3,2,0,1,1,2,1,no
2898,CT,Igual ou superior à média,408,no,yes,Igual ou superior à média,0,2,2,3,1,3,4,0,no
2899,CT,Igual ou superior à média,408,no,no,Inferior à média,1,2,2,2,1,2,1,1,no
2900,MA,Inferior à média,408,no,yes,Igual ou superior à média,2,3,3,1,2,4,0,1,no
2901,MS,Inferior à média,408,no,no,Inferior à média,1,2,2,3,2,3,1,1,yes
2902,MT,Inferior à média,408,no,yes,Igual ou superior à média,1,1,3,1,1,3,2,2,yes
2903,AK,Inferior à média,415,no,yes,Igual ou superior à média,3,2,2,1,3,4,2,0,no
2905,OH,Igual ou superior à média,408,yes,no,Inferior à média,2,2,1,3,2,3,2,3,no
2906,MN,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,1,2,1,0,3,no
2908,OH,Igual ou superior à média,510,no,no,Inferior à média,2,1,3,2,1,1,3,0,no
2909,NV,Igual ou superior à média,415,no,no,Inferior à média,4,2,2,1,3,2,1,0,yes
2910,SC,Inferior à média,415,no,no,Inferior à média,2,2,0,3,2,3,1,0,no
2911,WV,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,2,1,2,2,0,no
2912,NM,Igual ou superior à média,415,yes,no,Inferior à média,3,1,2,2,1,3,3,0,no
2913,WY,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,1,1,2,0,0,no
2914,CA,Igual ou superior à média,408,no,no,Inferior à média,1,2,3,3,1,1,2,1,no
2915,KS,Inferior à média,415,no,yes,Igual ou superior à média,2,3,1,2,2,1,3,1,no
2916,WY,Inferior à média,510,no,no,Inferior à média,3,3,3,2,1,1,3,0,no
2917,OK,Igual ou superior à média,415,no,no,Inferior à média,1,1,1,2,2,1,2,2,no
2918,UT,Inferior à média,415,no,no,Inferior à média,2,1,1,2,3,4,1,0,no
2920,UT,Igual ou superior à média,415,no,no,Inferior à média,3,3,1,2,2,1,2,1,no
2921,MN,Igual ou superior à média,510,no,no,Inferior à média,1,1,3,3,2,3,2,1,no
2922,NE,Inferior à média,415,no,no,Inferior à média,1,1,2,2,2,0,4,0,no
2923,OH,Igual ou superior à média,415,no,no,Inferior à média,1,2,3,2,3,2,2,0,no
2924,KY,Igual ou superior à média,510,no,no,Inferior à média,1,0,3,1,2,2,4,0,no
2925,WA,Inferior à média,415,no,no,Inferior à média,4,2,3,2,3,2,2,0,yes
2926,NY,Igual ou superior à média,408,no,no,Inferior à média,2,3,3,1,1,4,2,0,yes
2927,IN,Inferior à média,510,no,no,Inferior à média,4,3,3,3,4,3,0,0,yes
2928,CO,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,2,2,3,1,2,2,0,no
2929,DC,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,1,2,3,2,0,no
2930,AK,Inferior à média,510,no,no,Inferior à média,2,1,3,3,2,1,3,1,no
2932,KS,Inferior à média,415,no,no,Inferior à média,2,1,3,3,2,2,2,2,no
2934,IL,Inferior à média,510,yes,no,Inferior à média,2,1,4,1,1,2,0,1,no
2935,DC,Inferior à média,408,no,no,Inferior à média,2,1,1,1,3,1,2,0,yes
2936,DC,Igual ou superior à média,510,no,no,Inferior à média,2,0,2,2,2,3,2,0,no
2937,OK,Inferior à média,408,no,no,Inferior à média,4,1,2,1,2,2,2,0,yes
2938,KY,Inferior à média,415,no,yes,Igual ou superior à média,1,2,2,4,1,3,3,1,no
2939,NE,Inferior à média,415,no,no,Inferior à média,1,3,3,1,0,2,1,1,no
2940,AL,Inferior à média,415,no,no,Inferior à média,2,2,3,2,3,1,3,1,no
2941,HI,Inferior à média,415,no,no,Inferior à média,2,2,0,2,2,3,1,1,no
2942,SC,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,3,3,3,1,2,0,no
2943,GA,Igual ou superior à média,415,yes,no,Inferior à média,4,3,3,1,1,1,2,0,yes
2944,KS,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,3,4,2,2,1,0,no
2945,PA,Igual ou superior à média,408,no,no,Inferior à média,1,1,2,2,0,2,2,1,no
2946,UT,Inferior à média,415,no,no,Inferior à média,2,2,3,2,2,3,3,0,no
2947,OR,Inferior à média,415,no,yes,Igual ou superior à média,2,1,3,0,2,3,0,1,no
2949,KY,Inferior à média,415,yes,no,Inferior à média,2,3,2,2,3,1,2,1,no
2950,MN,Igual ou superior à média,408,yes,no,Inferior à média,3,4,1,2,1,2,2,1,no
2951,OH,Igual ou superior à média,408,no,no,Inferior à média,1,2,2,2,3,3,2,1,yes
2952,TX,Inferior à média,415,no,no,Inferior à média,1,3,2,1,3,2,3,2,no
2953,WY,Igual ou superior à média,415,no,no,Inferior à média,3,1,2,2,3,3,1,0,yes
2955,TX,Inferior à média,415,no,no,Inferior à média,2,3,2,3,2,1,1,1,no
2956,WV,Inferior à média,408,no,no,Inferior à média,1,2,1,2,2,2,2,1,no
2958,MI,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,3,2,2,1,0,no
2960,NY,Igual ou superior à média,415,no,no,Inferior à média,3,0,2,2,2,2,2,1,no
2961,TX,Inferior à média,415,no,no,Inferior à média,2,2,1,2,1,1,2,0,yes
2963,SD,Igual ou superior à média,415,no,no,Inferior à média,3,1,2,2,2,3,1,1,no
2964,ID,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,3,3,0,2,2,no
2965,OR,Inferior à média,408,no,no,Inferior à média,3,0,2,2,3,1,1,0,yes
2966,WI,Igual ou superior à média,415,no,no,Inferior à média,2,3,0,1,2,3,1,0,no
2967,WV,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,2,2,2,1,1,no
2968,SC,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,3,2,1,2,2,2,no
2969,CT,Igual ou superior à média,415,no,no,Inferior à média,3,3,3,3,2,2,3,0,yes
2970,NV,Igual ou superior à média,408,no,no,Inferior à média,1,0,2,1,2,3,1,0,no
2972,MI,Igual ou superior à média,415,yes,no,Inferior à média,3,1,2,1,1,2,2,0,yes
2973,MT,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,1,2,2,2,2,1,yes
2974,NE,Inferior à média,510,no,no,Inferior à média,0,2,2,3,2,2,2,1,no
2975,UT,Igual ou superior à média,510,no,no,Inferior à média,3,1,2,2,2,2,1,2,no
2976,WV,Inferior à média,415,no,no,Inferior à média,2,1,1,1,3,3,2,1,no
2977,AR,Igual ou superior à média,415,yes,no,Inferior à média,2,3,2,2,3,2,2,1,no
2978,MT,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,2,2,3,1,0,no
2979,UT,Inferior à média,510,no,no,Inferior à média,2,1,2,2,3,2,3,1,no
2981,KS,Inferior à média,415,no,no,Inferior à média,3,1,3,2,2,2,3,0,yes
2982,NY,Inferior à média,415,no,no,Inferior à média,1,1,1,0,2,2,2,2,no
2983,OH,Inferior à média,510,no,no,Inferior à média,2,2,2,3,3,4,2,1,no
2984,HI,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,3,2,1,1,no
2985,KS,Inferior à média,408,no,no,Inferior à média,2,2,1,1,0,0,2,2,no
2986,IN,Inferior à média,415,no,no,Inferior à média,2,1,3,1,1,1,2,1,no
2987,OR,Inferior à média,415,no,yes,Igual ou superior à média,2,2,1,2,2,3,2,0,no
2988,NY,Igual ou superior à média,408,yes,no,Inferior à média,1,1,1,2,1,2,3,0,yes
2990,MI,Igual ou superior à média,408,yes,no,Inferior à média,1,3,2,1,1,1,3,0,yes
2991,ID,Inferior à média,415,no,yes,Igual ou superior à média,2,2,1,2,2,2,1,2,no
